"X1","X2","X3","X4","X5","X6","A","Y"
-1.28413634621713,1.00825968034036,1.53642504035078,0,0,"3","3",-4.07370792990602
0.172494504813958,1.45501880486411,0.752190630813181,0,0,"3","1",-0.336861653831522
0.992804388180082,1.51395982511665,1.51336480106078,1,0,"1","1",0.153847392047373
-0.176049499434323,0.972938575015833,2.40319063697087,1,0,"1","1",0.326904058377376
0.907443732707926,0.779792362819439,1.43133514960289,1,0,"1","1",0.0639163152087467
0.513075119678075,1.18130858399244,-0.203914640253861,0,0,"1","3",-3.91335959018599
-1.27471253647929,0.373489814722048,2.24218633628775,1,0,"3","1",-0.450608394440039
0.397234786784125,-0.129704891417374,0.417745537710743,0,0,"1","1",-1.52696928568733
1.38233731971898,1.11534860995579,-0.748746259534228,1,0,"3","2",-1.68565689430559
-0.35510642051919,-2.01996996803378,1.83073599686878,1,0,"2","3",-2.78265411867345
-0.0853464185343991,-0.5620598214898,-1.35856348504176,1,1,"2","1",-1.18860401617746
-1.84271664417753,-0.0383511522394557,1.03966118326479,1,0,"1","1",-2.30294917581907
-0.45992806872444,1.25903465065254,3.95246735293269,1,0,"2","2",-2.44603154991588
-0.272435285591504,0.446607974947872,0.523259506990841,1,0,"3","1",-1.42194621038904
0.792970730227729,1.07092811959152,0.912551036351272,1,0,"1","3",-2.95439032713354
0.820759046079369,1.59963909712229,0.405759040418963,1,0,"2","1",-0.80379379275514
0.329175710166791,2.14081940148624,-0.536708635256578,0,0,"2","1",-1.42817829232893
0.0907056938641525,0.170077277925403,1.85494510907139,1,0,"3","1",-0.152397850839812
0.0578613094588235,-1.26478188121003,-1.33367326520648,1,1,"3","3",-3.39526112331233
-1.09010067704673,1.915680366489,2.16776501447522,1,1,"3","1",-0.105777771156433
0.444755672839912,-0.83458440004557,-0.927731287684456,1,1,"3","1",0.245343893666712
0.0799421793089198,0.948038208666187,1.04903672946682,1,0,"1","1",-0.776517781567794
-1.2670573323926,-2.33515907781022,-2.32418792944882,1,0,"3","1",-2.15437637811065
0.180294990667593,-0.252758283796258,-0.42768198327075,0,0,"1","2",-4.03237455805557
1.33947324296863,2.33643415357041,1.68300921662352,1,0,"1","1",0.107368532235643
0.544643407979789,-0.230761711635403,-2.35333784271284,0,1,"3","3",-4.24282256082696
-0.918668921445177,0.369251228916822,-0.668529936578534,1,0,"3","2",-2.3524622974644
1.23441596668602,-1.55095798385872,-0.287223879002774,1,0,"2","2",-1.87051419378661
0.322215655476099,-0.65159815753455,1.7887911001062,1,1,"3","1",0.114700733576244
